ID,Name,Reference,Category,Price,Description,Sector,Usage,Technical Sheet,Safety Sheet,Image 1
605,UNISAN,SA-DS-003,sanitaria,30,"Detergente desinfectante superficies ámbito sanitario. Exento de aldehídos, N° DE REGISTRO DG.S.P 19-20-06469. N° REG AEMPS 976-DES.",Sanitaria,Desinfectantes de Superficies,https://drive.google.com/file/d/1FAW1vZIMdPmF7ZTpxJ5kKm3if26_f-9I/view?usp=drivesdk,https://drive.google.com/file/d/1ApExewEbQwkXQDSaiw1C9ISCP2Dn4-7K/view?usp=drivesdk,
606,VIRILEX,SA-DS-004,sanitaria,32,"Desinfectante de superficies de ámbito sanitario (hidroalcohólico). Rápido secado, N° DE REGISTRO AEMPS 1370-DES.",Sanitaria,Desinfectantes de Superficies,https://drive.google.com/file/d/1fBewcPYm6nYjVOxYRJcLYCD1majG_Xua/view?usp=drivesdk,https://drive.google.com/file/d/1vQl24tKUKrFqb_cgphf7kly7NLEVEg0w/view?usp=drivesdk,
607,LISEC S/P,SA-LS-001,sanitaria,19,Limpiador espuma controlada sin perfume. Para fregadoras automáticas.,Sanitaria,Limpiadores de Superficies,/fichas-tecnicas/LISEC SP FT ES.pdf,/fichas-seguridad/LISEC SP FS ES.pdf,
701,ACELEX,IC-PM-001,industria-construccion,40,"Aceite de corte. Baja viscosidad, alta lubricación.",Industria / Construcción,Productos Mecanizados,https://drive.google.com/file/d/18kD0WCm2wEb0iOJHlqf6YnaFD2d1dppK/view?usp=drivesdk,https://drive.google.com/file/d/17Qg1pTqi8ToCwXnLDoQStcELu3JhsqUL/view?usp=drivesdk,
702,COOLEX V,IC-PM-002,industria-construccion,35,Taladrina verde (sintético). Fluido refrigerante.,Industria / Construcción,Productos Mecanizados,https://drive.google.com/file/d/1cAs7mlbgRE09E9vBJ4p1gmt5W--_mVKP/view?usp=drivesdk,https://drive.google.com/file/d/1ydCEJtQ3skHi-MxTtpPonvBWatSaqvge/view?usp=drivesdk,
703,COOLEX V SINT,IC-PM-003,industria-construccion,38,Taladrina verde concentrada (sintético). Exento de nitritos.,Industria / Construcción,Productos Mecanizados,,https://drive.google.com/file/d/1nzRcyHu-Ysp8EbY01zWBNxNnT858PkBZ/view?usp=drivesdk,
704,COOLEX B,IC-PM-004,industria-construccion,36,"Taladrina blanca (orgánica, emulsionable). Emulsión de tipo lechoso.",Industria / Construcción,Productos Mecanizados,https://drive.google.com/file/d/1Z-smK7IlYvZ6q6su-AePB3A_wT9YTD1s/view?usp=drivesdk,https://drive.google.com/file/d/1l0FeMzW5hTVHySdap3rBnu4jvCi0TF35/view?usp=drivesdk,
705,COOLEX PLUS,IC-PM-005,industria-construccion,42,Taladrina mecanizadas semisintética. Elevado poder refrigerante y lubricante.,Industria / Construcción,Productos Mecanizados,https://drive.google.com/file/d/1MhmteppAwhpRtuoqBvVn3B2Cuzqayckw/view?usp=drivesdk,https://drive.google.com/file/d/1p4d2mdBz3t-YNcRhykTIpuza66Lk-tE7/view?usp=drivesdk,
706,FLUX ALUMINIO,IC-PM-006,industria-construccion,45,Fluido de corte aluminio. Para corte de barras de aluminio anodizado o lacado.,Industria / Construcción,Productos Mecanizados,https://drive.google.com/file/d/1hwx6LeNIIHfWk-KjyO5b-x1v7l9J6Q_H/view?usp=drivesdk,https://drive.google.com/file/d/1Lhi8edjrSvsB5ZyG0aS-Xl9pliLlnPiN/view?usp=drivesdk,
707,COOLEX C SINT,IC-PM-007,industria-construccion,48,Taladrina de cristal (sintético). Para trabajos sobre cristal (canteo y biselado).,Industria / Construcción,Productos Mecanizados,,https://drive.google.com/file/d/1FXq86QJKg3n4A7Dz_NchBNkmgb76A4-4/view?usp=drivesdk,
708,ANTICAL LIQUIDO,IC-DA-001,industria-construccion,25,Protector anticalcáreo. Inhibidores de corrosión.,Industria / Construcción,Desincrustantes y Aditivos,https://drive.google.com/file/d/12XcR1ZkM0k9UKnUvQU-w7lJia4UHsFxT/view?usp=drivesdk,https://drive.google.com/file/d/1WRXTVmLnuSdwWwlyOIUEAkwmb4KjqcfO/view?usp=drivesdk,
709,ANTIESPUMANTE,IC-DA-002,industria-construccion,22,Antiespumante. Prevención y eliminación de espumas.,Industria / Construcción,Desincrustantes y Aditivos,/fichas-tecnicas/ANTIESPUMANTE FT ES.pdf,/fichas-seguridad/ANTIESPUMANTE FS ES.pdf,
710,FLOXEL 108,IC-DA-003,industria-construccion,30,Floculante Inorgánico. Para separación de partículas suspendidas.,Industria / Construcción,Desincrustantes y Aditivos,https://drive.google.com/file/d/1o0erVsNWuRazPckACaeaC0LCiVlxgkKN/view?usp=drivesdk,https://drive.google.com/file/d/18G3M34SsRH05OKTxY8OB6bmS6CfwY8_E/view?usp=drivesdk,
711,DESCRUST MNF,IC-DA-004,industria-construccion,28,"Desincrustante especial (cal, cemento, fin de obra). Contiene aditivos de inhibición para metales.",Industria / Construcción,Desincrustantes y Aditivos,/fichas-tecnicas/DESCRUST MNF FT ES.pdf,/fichas-seguridad/DESCRUST MNF FS ES.pdf,
712,DESCRUST,IC-DA-005,industria-construccion,32,Desincrustante concentrado. Con potentes inhibidores para minimizar la corrosión.,Industria / Construcción,Desincrustantes y Aditivos,https://drive.google.com/file/d/1pV7UyDo1ipYphGn_-B3i_p8Q5KFCmHsD/view?usp=drivesdk,https://drive.google.com/file/d/1J10YrxQjjm9wUikxlMUkPxDchLZTT0bw/view?usp=drivesdk,
713,SOLUT,IC-LD-001,industria-construccion,50,"Decapante de pinturas. De baja toxicidad, no contiene solventes clorados.",Industria / Construcción,Limpiadores y Decapantes,https://drive.google.com/file/d/1hXbDzjwBSaMP5o2xqwQexl7I7zF_vkfi/view?usp=drivesdk,https://drive.google.com/file/d/1NIGfqNHzjb7nSiTTers1OAKq3A-8QpLd/view?usp=drivesdk,
714,CITRIXEL,IC-LD-002,industria-construccion,35,Solvente eco (caucho y neumáticos). No contiene solventes de hidrocarburo.,Industria / Construcción,Limpiadores y Decapantes,/fichas-tecnicas/CITRIXEL FT ES.pdf,/fichas-seguridad/CITRIXEL FS ES.pdf,
715,SOLGRAS ECO,IC-LD-003,industria-construccion,38,"Solvente ecológico (textil). Para eliminar manchas de aceites, grasas en tejidos.",Industria / Construcción,Limpiadores y Decapantes,,https://drive.google.com/file/d/1_kjgHPgCJ0WeXu0Wiz_SyLG5R30ElNYk/view?usp=drivesdk,
716,ADIGAS,IC-CAA-001,industria-construccion,55,Aditivo de gas-oil. Mejora el rendimiento y reduce la contaminación.,Industria / Construcción,Aditivos Combustión y Aerosoles,https://drive.google.com/file/d/12ZxQWKjcY9rUCRj0rMXQVcmQU04Czayy/view?usp=drivesdk,https://drive.google.com/file/d/1b8TUefMrdCrRx0LYOJhYJ5j8z29bP2y2/view?usp=drivesdk,
717,COFRAN E,IC-CD-001,industria-construccion,40,Desencofrante emulsionable. Para desmoldeado en prefabricados y encofrados.,Industria / Construcción,Construcción (Desencofrantes),https://drive.google.com/file/d/1Nf97ffJoohbL79LDn7dUBnGG_asF0K44/view?usp=drivesdk,https://drive.google.com/file/d/1VrRLVmCdUabBS1xQcI8lRCRsCIQRh1xQ/view?usp=drivesdk,
718,COFRAN P,IC-CD-002,industria-construccion,42,Desencofrante gas-oil. Con aditivos antioxidantes y anticorrosivos.,Industria / Construcción,Construcción (Desencofrantes),https://drive.google.com/file/d/1G6nsdomuVdExMPeYHL0gVrS8NoWjNLF9/view?usp=drivesdk,https://drive.google.com/file/d/1dEsj0pHLH4cO6PpW3ZmQ7IctEeMJOqgR/view?usp=drivesdk,
719,HERMETIZADOR HR,IC-CTFS-001,industria-construccion,36,"Sellador base solvente. Para suelos de cemento, hormigón, terrazo.",Industria / Construcción,Construcción (Tratamiento Fachadas y Suelos),/fichas-tecnicas/HERMETIZADOR HR FT ES.pdf,/fichas-seguridad/HERMETIZADOR HR FS ES.pdf,
720,SX 500,IC-CTFS-002,industria-construccion,38,Hidroleorepelente. Protección contra derrames (lípidos y proteínas).,Industria / Construcción,Construcción (Tratamiento Fachadas y Suelos),/fichas-tecnicas/SX 500 FT ES.pdf,/fichas-seguridad/SX 500 FS ES.pdf,
721,SX 600,IC-CTFS-003,industria-construccion,40,Hidroleorepelente inodoro. Protege materiales conservando transpiración.,Industria / Construcción,Construcción (Tratamiento Fachadas y Suelos),/fichas-tecnicas/SX 600 FT ES.pdf,/fichas-seguridad/SX 600 FS ES.pdf,
722,HIDROREPEL,IC-CTFS-004,industria-construccion,35,Hidrofugante superficies. Limita la penetración de aguas de lluvia.,Industria / Construcción,Construcción (Tratamiento Fachadas y Suelos),https://drive.google.com/file/d/1lCrvCxqh0q7rXKEOzNf78YiOA6eUcNJs/view?usp=drivesdk,https://drive.google.com/file/d/12gcEP1xvTVkyFMnKU0hFuh3SwfPt5Gbo/view?usp=drivesdk,
723,HIDROREPEL ACUO,IC-CTFS-005,industria-construccion,37,Hidrofugante superficie húmeda. Evita el desgaste y agrietamiento por congelación.,Industria / Construcción,Construcción (Tratamiento Fachadas y Suelos),https://drive.google.com/file/d/1D8vARCKU2AjPThVj5r9dgxiF4F3NSUP2/view?usp=drivesdk,https://drive.google.com/file/d/1a-Uodq-yEwziNb07MCvpuPCT2g0_oUJn/view?usp=drivesdk,
724,HIDROREPEL PLUS COL,IC-CTFS-006,industria-construccion,42,Hidrofugante superficies alto tono. Hydrofuge et oleofuge - surfaces à haute tonalité.,Industria / Construcción,Construcción (Tratamiento Fachadas y Suelos),https://drive.google.com/file/d/1O74E7SBLYw8WR7UdmJ04t6qiYZ3quEuI/view?usp=drivesdk,https://drive.google.com/file/d/1O5tJOWbbaNCoQNRwEo2nbF1gwHGQs3xC/view?usp=drivesdk,
725,LIMPGRAFFITI,IC-CTFS-007,industria-construccion,40,Limpiador graffitis. Para eliminación de pintadas sobre superficies porosas.,Industria / Construcción,Construcción (Tratamiento Fachadas y Suelos),/fichas-tecnicas/LIMPGRAFFITI FT ES.pdf,/fichas-seguridad/LIMPGRAFFITI FS ES.pdf,
726,LIMPGRAFFITI AC,IC-CTFS-008,industria-construccion,42,Limpiador alcalino graffitis. Para eliminación de pintadas sobre superficies porosas.,Industria / Construcción,Construcción (Tratamiento Fachadas y Suelos),,,
727,PROTEC ANTIGRAFFITI,IC-CTFS-009,industria-construccion,45,"Protector antigraffiti. Dificulta el anclaje de pinturas, permite transpiración.",Industria / Construcción,Construcción (Tratamiento Fachadas y Suelos),,/fichas-seguridad/PROTEC ANTIGRAFFITI FS ES.pdf,
728,DESCRUST MNF,IC-CD-001,industria-construccion,28,"Desincrustante especial (cal, cemento, ácido). Con inhibidores de corrosión para metales.",Industria / Construcción,Construcción (Desincrustantes),/fichas-tecnicas/DESCRUST MNF FT ES.pdf,/fichas-seguridad/DESCRUST MNF FS ES.pdf,
729,DESCRUST,IC-CD-002,industria-construccion,32,Desincrustante concentrado (ácido). Con potentes inhibidores para minimizar la corrosión.,Industria / Construcción,Construcción (Desincrustantes),/fichas-tecnicas/DESCRUST FT ES.pdf,/fichas-seguridad/DESCRUST FS ES.pdf,
801,PICLOR POLV,PI-TPC-001,piscinas,30,"Cloro polvo. Desinfección, N° DE REGISTRO DGSB 19-60-07000.",Piscinas,Tratamiento Piscinas (Cloros),,https://drive.google.com/file/d/11xmXtoZvYZEcuOr9aAnFshhZRL-I3tXS/view?usp=drivesdk,
802,PICLOR G,PI-TPC-002,piscinas,32,"Cloro granulado. Desinfección, N° DE REGISTRO DGSP 19-60-07000.",Piscinas,Tratamiento Piscinas (Cloros),,https://drive.google.com/file/d/1q9jnNjGbgii6m2Vfsp1HnPVvTjOCZXjU/view?usp=drivesdk,
803,PICLOR T,PI-TPC-003,piscinas,35,"Cloro tabletas (200 gr). Desinfección, N° DE REGISTRO DGSB 20-40-07442.",Piscinas,Tratamiento Piscinas (Cloros),,https://drive.google.com/file/d/15aIMRPHMpoJxbG5YM7IB-F_uCWT-vMZv/view?usp=drivesdk,
804,PICLOR MA,PI-TPC-004,piscinas,38,"Cloro multiacción tabletas (200 gr). Desinfección, N° DE REGISTRO D GSP 20-60-07441.",Piscinas,Tratamiento Piscinas (Cloros),,https://drive.google.com/file/d/10uIOuW9IulnCZ2o4wmVv5_GlNcaTlU4v/view?usp=drivesdk,
805,PICLOR RAP,PI-TPC-005,piscinas,33,"Cloro disolución rápida. Tratamientos rápidos de choque, N° DE REGISTRO DGSR 19-00-0700/.",Piscinas,Tratamiento Piscinas (Cloros),,https://drive.google.com/file/d/1TPO4czP55OaZ9b4AcCgfXggsFtrOlovc/view?usp=drivesdk,
806,PICLOR LIQ,PI-TPC-006,piscinas,25,"Cloro líquido. Desinfección, N° DE REGISTRO 18-60-09658.",Piscinas,Tratamiento Piscinas (Cloros),,https://drive.google.com/file/d/1t_9jzbEC2CP1kcMOI754y7KM7u2EfflS/view?usp=drivesdk,
807,ALGEL,PI-AM-001,piscinas,20,Algicida. Preventivo de algas.,Piscinas,Algicidas y Mantenedores,,,
808,ALGEL S/E,PI-AM-002,piscinas,22,Algicida espuma controlada. Ideal para circuitos cerrados.,Piscinas,Algicidas y Mantenedores,https://drive.google.com/file/d/18m-fFhjR4WRRsdQzS-KJkqkwfT1ko_Ya/view?usp=drivesdk,https://drive.google.com/file/d/1zave6KvG4UK1ISDvlpFYYgU10jEZGM6z/view?usp=drivesdk,
809,FLOXEL,PI-AM-003,piscinas,18,Floculante. Eliminación de partículas suspendidas.,Piscinas,Algicidas y Mantenedores,https://drive.google.com/file/d/1S8E66q1tTBeN7npFVZIrjfkZL_jvEDp-/view?usp=drivesdk,https://drive.google.com/file/d/1C-n_0iOBfkw-053AXqhpnTkVbpQGGJki/view?usp=drivesdk,
810,FLOXEL 108,PI-AM-004,piscinas,25,Floculante inorgánico. Para separación de partículas suspendidas.,Piscinas,Algicidas y Mantenedores,/fichas-tecnicas/FLOXEL 108 FT ES.pdf,/fichas-seguridad/FLOXEL 108 FS ES.pdf,
811,AMINOR PH,PI-AM-005,piscinas,15,Disminuidor de pH (polvo). Para regulación manual de pH.,Piscinas,Algicidas y Mantenedores,https://drive.google.com/file/d/1qQTZucuM5rRrxUc9XpynuPsIL3KiNbk2/view?usp=drivesdk,https://drive.google.com/file/d/14ITqEe_sR-Kbn8XJAruCHiagO2q3ZFRO/view?usp=drivesdk,
812,AMINOR PH L,PI-AM-006,piscinas,18,Disminuidor de pH líquido. Para sistemas automatizados.,Piscinas,Algicidas y Mantenedores,https://drive.google.com/file/d/1FRWtSqVwQ7wr7s5mfoAG9J_kgRjWICls/view?usp=drivesdk,https://drive.google.com/file/d/1__l_pDitbNZFOU02VpkCsXQPI3te26Lw/view?usp=drivesdk,
813,PLUS PH,PI-AM-007,piscinas,15,Aumentador de pH (polvo). Para regulación manual de pH.,Piscinas,Algicidas y Mantenedores,,https://drive.google.com/file/d/1YZBB627eCapPFoVocYrrqHI_AY5ccrPZ/view?usp=drivesdk,
814,PLUS PH L,PI-AM-008,piscinas,18,Aumentador de pH líquido. Para sistemas automatizados.,Piscinas,Algicidas y Mantenedores,,https://drive.google.com/file/d/1bcLTW5Z8DICCWMcdfgtp9pxtdixd_U3O/view?usp=drivesdk,
815,INVERNAL,PI-AM-009,piscinas,28,"Líquido invernada. Inhibe y evita la formación de algas, N° DE RESTRO DG3 20-60-10251.",Piscinas,Algicidas y Mantenedores,https://drive.google.com/file/d/1LxVuEVtH-n_M6wiDJz3FP0Jw5X4U1b1q/view?usp=drivesdk,https://drive.google.com/file/d/1V7bM7WutS1zLbcSXISsDhLUl-UtObiu4/view?usp=drivesdk,
816,DESCRUST MNF,PI-AM-010,piscinas,25,Desincrustante especial. Elimina residuos e incrustaciones calcáreas.,Piscinas,Algicidas y Mantenedores,/fichas-tecnicas/DESCRUST MNF FT ES.pdf,/fichas-seguridad/DESCRUST MNF FS ES.pdf,
901,EcoConnect Cap,SC-EC-001,sistemas-concentrados,60,Sistema de dosificación modular (Caps de conexión). Protección total del operario (EasyLink).,Sistemas Concentrados,Sistemas,,,
902,EcoConnect Flash,SC-EC-002,sistemas-concentrados,65,Sistema de dosificación modular (Conexión ultrarrápida). Protección total del operario (EasyLink).,Sistemas Concentrados,Sistemas,,,
903,EcoConnect Bag,SC-EC-003,sistemas-concentrados,70,"Sistema de dosificación (Bolsas colapsables). Minimización de espacios, mejor gestión de residuos.",Sistemas Concentrados,Sistemas,,,
904,EcoSave 30,SC-ES-001,sistemas-concentrados,80,Sistema de dosificación para vajillas pequeñas (1L/h). Para productos ultra concentrados.,Sistemas Concentrados,Sistemas,,,
905,EcoSave PLUS,SC-ES-002,sistemas-concentrados,90,Sistema de dosificación para vajillas medianas (programación volumétrica). Control de dosis y precisión.,Sistemas Concentrados,Sistemas,,,
906,EcoSave PRO,SC-ES-003,sistemas-concentrados,120,Sistema de dosificación para grandes instalaciones (túneles). Mayor exactitud y control de dosis.,Sistemas Concentrados,Sistemas,,,
907,Quimbox,SC-QB-001,sistemas-concentrados,75,"Sistema Bag in Box para Lavandería. Más compacto, reduce plásticos, dosificación automática.",Sistemas Concentrados,Sistemas,,,
908,ED 10,SC-ED-001,sistemas-concentrados,30,"Vajillas manual. Ecolabel, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),https://drive.google.com/file/d/1ZaefwfGaJqGnfT3pNRK8w0XavMEdWgZ7/view?usp=drivesdk,https://drive.google.com/file/d/1h4gXU0QdOQq1SW6STs9SCvCkqdVeK0in/view?usp=drivesdk,
909,ED 20,SC-ED-002,sistemas-concentrados,32,"Amoniacal. Ecolabel, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),https://drive.google.com/file/d/1bbU4pZDEauEc33EjolILgTcZDMBOcYae/view?usp=drivesdk,https://drive.google.com/file/d/1hi3q0faXdyZj9kgY-Awpl0rIbN6jRU4I/view?usp=drivesdk,
910,ED 30,SC-ED-003,sistemas-concentrados,35,"Limpiasuelos. Ecolabel, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),https://drive.google.com/file/d/10z7pQ3nw-0elH8XFM1LLrueGYI0TJkJF/view?usp=drivesdk,https://drive.google.com/file/d/1adsr6fPkK2EXCqRmXoan5vs-vBLIbVyv/view?usp=drivesdk,
911,ED 40,SC-ED-004,sistemas-concentrados,38,"Desengrasante general. Ecolabel, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),https://drive.google.com/file/d/1Us4QL7RfcJNt0ZGu5oAOR_XVyO5TlLp8/view?usp=drivesdk,https://drive.google.com/file/d/1AOoL-8Yp6hDpeysR6lp1fIDzgDTAit04/view?usp=drivesdk,
912,ED 50,SC-ED-005,sistemas-concentrados,40,"Desengrasante alta alcalinidad. Ecolabel, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),https://drive.google.com/file/d/1-6QWqxxqDt0aoYkE4Bi_xaUZy2F0g_IK/view?usp=drivesdk,https://drive.google.com/file/d/1ayuHQ7027EB-0VOG6Zg-eLhBUYJ992Wk/view?usp=drivesdk,
913,ED 60,SC-ED-006,sistemas-concentrados,37,"Limpiador multiusos. Ecolabel, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),https://drive.google.com/file/d/1Akv_rmeUdRZXaASF7fqEeJbvqpTzsJIW/view?usp=drivesdk,https://drive.google.com/file/d/1VlYQsm-C27LaSs2ylV9vwGGGbi23Hj-3/view?usp=drivesdk,
914,ED 70,SC-ED-007,sistemas-concentrados,35,Limpiacristales multiusos. Ecolabel.,Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),https://drive.google.com/file/d/1GOrjzUpfSYy4R70qIgN2zj0kyMCmCFyA/view?usp=drivesdk,https://drive.google.com/file/d/1Hrt2FzGCFQNzSpkbWB-8K08lomLc5ncQ/view?usp=drivesdk,
915,ED 80,SC-ED-008,sistemas-concentrados,39,"Limpiador de baños. Ecolabel, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),https://drive.google.com/file/d/1sr1Rw36ZFxYLGo85nylKcMPiHeG_-CyB/view?usp=drivesdk,https://drive.google.com/file/d/1qbCgSiOQh4EKj30xRWQ5lTL8C_i8y98Q/view?usp=drivesdk,
916,AMPHOS,SC-ED-009,sistemas-concentrados,45,"Desinfectante viricida. N° DGSP 20-20/40-07293, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),/fichas-tecnicas/AMPHOS FT ES.pdf,/fichas-seguridad/AMPHOS FS ES.pdf,
917,DENGRAS FOOD,SC-ED-010,sistemas-concentrados,48,"Desengrasante viricida desinfectante. N° DGSP 21-20/40-05020, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),/fichas-tecnicas/DENGRAS FOOD FT ES.pdf,/fichas-seguridad/DENGRAS FOOD FS ES.pdf,
918,FRESC,SC-ED-011,sistemas-concentrados,42,"Limpiador desinfectante viricida. N° DGSP 19-20-06469, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),/fichas-tecnicas/FRESC FT ES.pdf,/fichas-seguridad/FRESC FS ES.pdf,
919,CT AMBIENT,SC-ED-012,sistemas-concentrados,30,Ultraconcentrado ambientador. Apto para Uso en Industria Alimentaria.,Sistemas Concentrados,Gama ED (EcoConnect 2L/3L),https://drive.google.com/file/d/1RGQB3K80Lyihov7zqIcEVbqZ4BAvQyu4/view?usp=drivesdk,https://drive.google.com/file/d/18nVWy3Ewvv0zhypUwPdLdxZPDw294OkW/view?usp=drivesdk,
920,CT AMON,SC-CX-001,sistemas-concentrados,28,"Ultraconcentrado amoniacal. Ecolabel, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),,,
921,CT LIMP,SC-CX-002,sistemas-concentrados,30,"Ultraconcentrado limpiasuelos. Ecolabel, pH neutro, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),,,
922,CT DENG,SC-CX-003,sistemas-concentrados,35,"Ultraconcentrado desengrasante baja alcalinidad. Ecolabel, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),,,
923,CT DENG C,SC-CX-004,sistemas-concentrados,38,"Ultraconcentrado desengrasante alta alcalinidad. Ecolabel, Para grasa fuertemente fijada, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),,,
924,CT DETP,SC-CX-005,sistemas-concentrados,32,"Ultraconcentrado multiusos. Ecolabel, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),,,
925,CT MIR,SC-CX-006,sistemas-concentrados,30,"Ultraconcentrado Limpiacristales. Ecolabel, Rápido secado, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),,,
926,CT SANIT,SC-CX-007,sistemas-concentrados,36,"Ultraconcentrado limpiador de baños. Ecolabel, Evita acumulación de cal, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),,,
927,AMPHOS,SC-CX-008,sistemas-concentrados,45,"Desinfectante viricida. N° DGSP 20-20/40-07293, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),/fichas-tecnicas/AMPHOS FT ES.pdf,/fichas-seguridad/AMPHOS FS ES.pdf,
928,FRESC,SC-CX-009,sistemas-concentrados,42,"Limpiador desinfectante viricida. N° DGSP 19-20-06469, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),/fichas-tecnicas/FRESC FT ES.pdf,/fichas-seguridad/FRESC FS ES.pdf,
929,DENGRAS FOOD,SC-CX-010,sistemas-concentrados,48,"Desengrasante viricida desinfectante. N° DGSP 21-20/40-05020, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),/fichas-tecnicas/DENGRAS FOOD FT ES.pdf,/fichas-seguridad/DENGRAS FOOD FS ES.pdf,
930,CT AMBIENT,SC-CX-011,sistemas-concentrados,30,"Ultraconcentrado ambientador. Alto rendimiento, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),/fichas-tecnicas/CT AMBIENT FT ES.pdf,/fichas-seguridad/CT AMBIENT FS ES.pdf,
931,CT INK,SC-CX-012,sistemas-concentrados,33,"Ultraconcentrado eliminador de tintas. Para manchas de tinta o grasientas, Apto para Uso en Industria Alimentaria.",Sistemas Concentrados,Gama Capxel (Cápsulas 50ml),,,
932,KLEN L COMPLET,SC-QB-002,sistemas-concentrados,58,Detergente monocomponente concentrado. Enzimático.,Sistemas Concentrados,Gama Quimbox (Lavandería Bag in Box 10L),/fichas-tecnicas/KLEN L COMPLET FT ES.pdf,/fichas-seguridad/KLEN L COMPLET FS ES.pdf,
933,KLEN L 65,SC-QB-003,sistemas-concentrados,38,Componente humectante. Mejora la dispersión de grasa y aceite.,Sistemas Concentrados,Gama Quimbox (Lavandería Bag in Box 10L),/fichas-tecnicas/KLEN L 65 FT ES.pdf,/fichas-seguridad/KLEN L 65 FS ES.pdf,
934,KLEN L 85,SC-QB-004,sistemas-concentrados,39,Componente alcalino. Alto poder emulsionante.,Sistemas Concentrados,Gama Quimbox (Lavandería Bag in Box 10L),/fichas-tecnicas/KLEN L 85 FT ES.pdf,/fichas-seguridad/KLEN L 85 FS ES.pdf,
935,PEROX,SC-QB-005,sistemas-concentrados,30,Blanqueante baja temperatura. Oxígeno activo.,Sistemas Concentrados,Gama Quimbox (Lavandería Bag in Box 10L),/fichas-tecnicas/PEROX FT ES.pdf,/fichas-seguridad/PEROX FS ES.pdf,
936,ECO OXXY,SC-QB-006,sistemas-concentrados,32,Blanqueante baja temperatura. Basado en perácidos orgánicos.,Sistemas Concentrados,Gama Quimbox (Lavandería Bag in Box 10L),https://drive.google.com/file/d/1g3To4_5ANdUQp4eewN9noAnSQ4n8v55p/view?usp=drivesdk,https://drive.google.com/file/d/1yem76IAKXkJvtt2mtspIp3Bf_nTNrAEQ/view?usp=drivesdk,
937,HUMECT,SC-QB-007,sistemas-concentrados,40,Desmanchante líquido multi-enzimático.,Sistemas Concentrados,Gama Quimbox (Lavandería Bag in Box 10L),/fichas-tecnicas/HUMECT FT ES.pdf,/fichas-seguridad/HUMECT FS ES.pdf,
938,EMUL,SC-QB-008,sistemas-concentrados,45,Desengrasante emulgente. Máxima concentración en materia activa.,Sistemas Concentrados,Gama Quimbox (Lavandería Bag in Box 10L),/fichas-tecnicas/EMUL FT ES.pdf,/fichas-seguridad/EMUL FS ES.pdf,
939,SENS,SC-QB-009,sistemas-concentrados,30,Suavizante microencapsulado. Esencias microencapsuladas.,Sistemas Concentrados,Gama Quimbox (Lavandería Bag in Box 10L),,/fichas-seguridad/SENS FS ES.pdf,
940,CARE,SC-QB-010,sistemas-concentrados,32,Suavizante concentrado. Contiene neutralizantes permanentes.,Sistemas Concentrados,Gama Quimbox (Lavandería Bag in Box 10L),/fichas-tecnicas/CARE FT ES.pdf,/fichas-seguridad/CARE FS ES.pdf,
1001,Línea Ecolabel Completa,PC-EL-001,productos-certificados,0,"Limpieza general, cocina, vajillas, baños, manos. EU Ecolabel (ES-V/020/003, ES-V/019/004, ES-V/038/004).",Productos Certificados,Línea Ecolabel Completa,,,
